;OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);DefaultData;ComplianceStatus;TotalGHGEmissions;GHGEmissionsIntensity
1498;22107;2016;Multifamily LR (1-4);Low-Rise Multifamily;Ten-O-Five;1005 E Roy St;Seattle;WA;98102;2663000620;3;EAST;47.62517;-122.31919;1930;1;3;38500;0;38500;Multifamily Housing, Parking;Multifamily Housing;31659;88;44.90000153;48.09999847;67.69999695;71.09999847;1422406.25;2.65580266;0;91175.89844;311092;11113.14063;1111314;FALSE;Compliant;61.19;1.59
1499;22110;2016;Multifamily HR (10+);High-Rise Multifamily;Gainsborough Condominium;1017 minor Ave;Seattle;WA;98104;2680670000;3;EAST;47.61023;-122.32484;1930;1;14;90000;0;90000;Multifamily Housing, Parking;Multifamily Housing;90000;87;48.59999847;53.79999924;73.80000305;79.90000153;4369513.5;2.733841977;0;288494.5938;984344;33851.69922;3385170;FALSE;Compliant;186.65;2.07
1500;22113;2016;Multifamily LR (1-4);Low-Rise Multifamily;Galer Gardens Condominium;1417 Queen Anne Ave North;Seattle;WA;98109;2684000000;7;MAGNOLIA / QUEEN ANNE;47.63203;-122.35702;1996;1;4;46184;0;46184;Multifamily Housing, Parking, Retail Store;Multifamily Housing;30430;39;49.79999924;49.79999924;156.3999939;156.3999939;1773864.5;2.666441165;0;519889.9063;1773864;0;0;FALSE;Compliant;12.37;0.27
1501;22115;2016;Multifamily MR (5-9);Mid-Rise Multifamily;GALLEON APARTMENTS;1221 TAYLOR AVE N;Seattle;WA;98109;2688400000;7;MAGNOLIA / QUEEN ANNE;47.63017;-122.34677;1967;1;5;20598;0;20598;Multifamily Housing;Multifamily Housing;20598;71;30.60000038;32.70000076;95.90000153;102.5999985;629306.8125;2.596736982;0;184439.2969;629307;0;0;FALSE;Compliant;4.39;0.21
1503;22118;2016;Multifamily LR (1-4);Low-Rise Multifamily;PROVIDENCE GAMELIN HOUSE;4515 MLK JR. WAY SO., STE. 200;Seattle;WA;98108;2692000000;2;GREATER DUWAMISH;47.56234;-122.29469;2004;1;4;80155;0;80155;Multifamily Housing;Multifamily Housing;77823;91;24.20000076;25.20000076;57.59999847;59.90000153;1882845.75;2.673279078;0;351848.6875;1200508;6823.379395;682338;FALSE;Compliant;44.61;0.56
1504;22122;2016;Multifamily LR (1-4);Low-Rise Multifamily;Garden Court;1631 16th Ave;Seattle;WA;98122;2695200000;3;EAST;47.61631;-122.31165;1929;1;4;58608;6030;52578;Multifamily Housing, Parking;Multifamily Housing;58601;72;72;80.90000153;100;109.4000015;4220038;2.732519888;0;200068.2031;682633;35374.05078;3537405;FALSE;Compliant;192.63;3.29
1505;22123;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Garden Court on Belmont;232 Belmont Ave E;Seattle;WA;98102;2695300000;3;EAST;47.6206;-122.32368;1994;1;6;32989;0;32989;Multifamily Housing;Multifamily Housing;48560;94;25.60000038;27.29999924;63.20000076;66.5;1245197.5;2.645981211;0;246878.5;842349;4028.47998;402848;FALSE;Compliant;27.27;0.83
1506;22135;2016;Multifamily LR (1-4);Low-Rise Multifamily;Arches Apartments;6601 Rainier Ave S;Seattle;WA;98118;2724049001;2;SOUTHEAST;47.54262;-122.27324;1967;1;3;25174;0;25174;Multifamily Housing;Multifamily Housing;25174;22;34.90000153;37.59999847;109.5999985;118.0999985;878509.5;2.621826675;0;257476.4063;878509;0;0;FALSE;Compliant;6.12;0.24
1507;22136;2016;Multifamily LR (1-4);Low-Rise Multifamily;Columbia Place;4628 S Holly St;Seattle;WA;98118;2724049002;2;SOUTHEAST;47.54303;-122.27418;1983;1;4;52228;0;52228;Multifamily Housing;Multifamily Housing;52228;43;32.5;34.29999924;102.0999985;107.8000031;1698074.625;2.667212043;0;497677.0938;1698074;0;0;FALSE;Compliant;11.84;0.23
1508;22139;2016;NonResidential;Retail Store;King Plaza 7101;7101 Martin Luther King Jr Way S;Seattle;WA;98118;2724049105;2;GREATER DUWAMISH;47.53846;-122.28305;1992;1;2;38845;0;38845;Parking, Retail Store;Retail Store;38845;82;178.1000061;178.1000061;364;364;6917280;2.756810726;0;964398.125;3290526;36267.53125;3626753;FALSE;Compliant;215.56;5.55
1509;22142;2016;NonResidential;Supermarket / Grocery Store;Safeway 0219 - Othello St;3900 S Othello St;Seattle;WA;98118;2724049127;2;GREATER DUWAMISH;47.53747;-122.28308;1953;1;1;26092;0;26092;Parking, Supermarket/Grocery Store;Supermarket/Grocery Store;25946;40;293.7000122;311.1000061;711.5;729.7999878;7619445;2.766565009;0;1466880;5004995;26144.5;2614450;FALSE;Compliant;173.75;6.66
1510;22149;2016;SPS-District K-12;K-12 School;John Rogers Elementary;4030 N.E. 109th St.;Seattle;WA;98125;2726049114;5;NORTH;47.70743;-122.28463;1955;1;1;38582;0;38582;K-12 School;K-12 School;40374;85;45.79999924;50.90000153;85.80000305;93.09999847;1848878.5;2.676585409;0;213797.4063;729477;11194.0166;1119402;TRUE;Error - Correct Default Data;64.54;1.67
1511;22150;2016;Multifamily LR (1-4);Low-Rise Multifamily;Genesee;4425 MLK Jr. Way South;Seattle;WA;98108;2726500000;2;GREATER DUWAMISH;47.56294;-122.29524;2006;1;4;51405;756;50649;Multifamily Housing, Parking;Multifamily Housing;50649;55;39.40000153;41.09999847;85;88.90000153;1993273;2.677549228;0;310194.8125;1058385;9348.879883;934888;FALSE;Compliant;57.03;1.11
1512;22163;2016;NonResidential;Small- and Mid-Sized Office;THE CHAPMAN BLDG;5811 6TH AVE S;Seattle;WA;98108;2738100380;2;GREATER DUWAMISH;47.55045;-122.32749;1967;1;1;25500;0;25500;Office;Office;25500;98;47.59999847;56.09999847;66.30000305;75.19999695;1213869.75;2.651372377;0;58249.60156;198748;10151.21973;1015122;FALSE;Compliant;55.3;2.17
1515;22170;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Gilmore Apartments;1526 Third Ave;Seattle;WA;98101;2764700000;7;DOWNTOWN;47.61066;-122.33815;2002;1;6;66459;0;66459;Multifamily Housing, Retail Store;Multifamily Housing;48409;41;52.5;53.70000076;142.1999969;144.8000031;3040924.25;2.704763227;0;708283.375;2416663;6242.610352;624261;FALSE;Compliant;50;0.75
1516;22194;2016;Multifamily LR (1-4);Low-Rise Multifamily;Sixty Five;1433 NW 64th;Seattle;WA;98107;2767600820;6;BALLARD;47.67504;-122.37529;1986;1;4;44957;0;44957;Multifamily Housing, Parking;Multifamily Housing;30044;71;30.79999924;33;96.80000305;103.5999985;926261.1875;2.625128748;0;271471.5938;926261;0;0;FALSE;Compliant;6.46;0.14
1517;22210;2016;Multifamily LR (1-4);Low-Rise Multifamily;1425;1425 NW 61st St;Seattle;WA;98107;2767704620;6;BALLARD;47.67284;-122.37513;1991;1;4;42401;0;42401;Multifamily Housing, Parking;Multifamily Housing;32753;90;32.09999847;34.70000076;100.8000031;108.9000015;1050982;2.634953429;0;308025.1875;1050982;0;0;FALSE;Compliant;7.33;0.17
1518;22223;2016;NonResidential;K-12 School;St. Alphonsus School;5806 15th Ave. NW;Seattle;WA;98107;2767900390;6;BALLARD;47.6712;-122.37568;1922;1;3;35448;0;35448;K-12 School;K-12 School;35448;97;38.90000153;46;57.40000153;65.59999847;1379932.5;2.660637645;0;82224.29688;280549;10993.83008;1099383;FALSE;Compliant;60.34;1.7
1519;22230;2016;NonResidential;Supermarket / Grocery Store;BALLARD MARKET (ID22230);1400 NW 56th St;Seattle;WA;98107;2768100235;6;BALLARD;47.66986;-122.37418;1966;1;1;29214;0;29214;Supermarket/Grocery Store;Supermarket/Grocery Store;29214;8;319.6000061;327.2000122;781.0999756;782.7999878;9336239;2.777137471;0;1825111.625;6227281;31089.57813;3108958;FALSE;Compliant;208.53;7.14
1520;22238;2016;Multifamily LR (1-4);Low-Rise Multifamily;Market Terrace;1115 NW Market St;Seattle;WA;98107;2768300150;6;BALLARD;47.66839;-122.37155;1980;1;3;31792;0;31792;Multifamily Housing, Parking;Multifamily Housing;21176;67;32.90000153;34.09999847;103.3000031;106.9000015;696605;2.601851837;0;204163.2031;696605;0;0;FALSE;Compliant;4.86;0.15
1521;22239;2016;Multifamily LR (1-4);Low-Rise Multifamily;Gilman Court;1116 NW 54th St.;Seattle;WA;98107;2768300180;6;BALLARD;47.6681;-122.3716;1996;1;4;30854;0;30854;Multifamily Housing, Office;Multifamily Housing;25288;14;32.90000153;35.5;103.1999969;111.3000031;1014405.375;2.632263682;0;297305.1875;1014405;0;0;FALSE;Compliant;7.07;0.23
1522;22240;2016;NonResidential;Supermarket / Grocery Store;Safeway 1477 - Market St;1423 NW Market St;Seattle;WA;98107;2768300240;6;BALLARD;47.66828;-122.37428;2000;1;1;89103;43035;46068;Parking, Supermarket/Grocery Store;Supermarket/Grocery Store;47034;34;298.2999878;307.7000122;660.2000122;665.5999756;14029480;2.802621449;0;2288399.75;7808020;62214.59375;6221459;FALSE;Compliant;384.85;4.32
1525;22261;2016;NonResidential;Warehouse;Building B;1141 NW 50th St;Seattle;WA;98107;2768301991;6;BALLARD;47.6644;-122.37246;1975;1;3;41478;0;41478;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;31932;3;73.19999695;79.30000305;167.5;173.8999939;3035962.25;2.708426035;0;527369;1799383;12365.78906;1236579;FALSE;Compliant;78.22;1.89
1526;22264;2016;NonResidential;Warehouse;Building A;1118 NW Leary Way;Seattle;WA;98107;2768302361;6;BALLARD;47.66411;-122.37185;1980;1;1;39840;0;39840;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;39840;2;18.89999962;19.39999962;59.29999924;61;752104;2.607108955;0;220429.0938;752104;0;0;FALSE;Compliant;5.24;0.13
1527;22267;2016;Multifamily LR (1-4);Low-Rise Multifamily;LAUREN MAY;5814 22nd NW;Seattle;WA;98107;2767604205;6;BALLARD;47.67151;-122.38454;1928;1;4;24828;0;24828;Multifamily Housing;Multifamily Housing;24828;28;87;98.19999695;113.1999969;125;2159932;2.688299858;0;76097.60156;259645;19002.86914;1900287;FALSE;Compliant;102.73;4.14
1528;22279;2016;Multifamily LR (1-4);Low-Rise Multifamily;Kristine Apartments;5800 22nd Ave NE;Seattle;WA;98107;2767604310;6;BALLARD;47.67117;-122.38422;1987;1;4;43380;0;43380;Multifamily Housing;Multifamily Housing;27860;69;28.5;30.39999962;89.30000305;95.40000153;792734.8125;2.61367939;0;232337.2031;792735;0;0;FALSE;Compliant;5.53;0.13
1529;22282;2016;Multifamily LR (1-4);Low-Rise Multifamily;Schwabacher House;1715 NW 59th St;Seattle;WA;98107;2767604370;6;BALLARD;47.67136;-122.37982;1984;1;4;36248;0;36248;Multifamily Housing;Multifamily Housing;36248;67;27.10000038;28.70000076;85.09999847;90.09999847;982332.8125;2.628661626;0;287905.1875;982332;0;0;FALSE;Compliant;6.85;0.19
1530;22290;2016;Multifamily LR (1-4);Low-Rise Multifamily;Sunrise Manor;1530 NW 57th St;Seattle;WA;98107;2767604660;6;BALLARD;47.67042;-122.37749;1985;1;4;26347;0;26347;Multifamily Housing;Multifamily Housing;26347;30;34.5;36.79999924;108.1999969;115.5999985;907758.5;2.623574275;0;266048.8125;907759;0;0;FALSE;Compliant;6.33;0.24
1531;22294;2016;Multifamily MR (5-9);Mid-Rise Multifamily;BALLARD RETIREMENT MANOR;1710 NW 57TH ST;Seattle;WA;98107;2767604780;6;BALLARD;47.67043;-122.37975;1989;1;5;53041;0;53041;Multifamily Housing;Multifamily Housing;53041;83;42.90000153;44.70000076;86.80000305;88.80000305;2274920.5;2.68644742;0;310933.5938;1060905;12140.14941;1214015;FALSE;Compliant;71.87;1.35
1532;22299;2016;Multifamily MR (5-9);Mid-Rise Multifamily;On the Park Apartments;2233 NW 58th St;Seattle;WA;98107;2767604965;6;BALLARD;47.67055;-122.38672;2009;1;8;447755;121280;326475;Multifamily Housing, Parking, Supermarket/Grocery Store;Multifamily Housing;282899;67;55.20000076;57.59999847;151.8999939;158.1999969;18011944;2.818335951;0;4303032;14681945;33299.97656;3329998;FALSE;Compliant;279.21;0.62
1533;22308;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Ballard House;2445 NW 57th St;Seattle;WA;98107;2767700100;6;BALLARD;47.66967;-122.38966;1969;1;7;52926;0;52926;Multifamily Housing;Multifamily Housing;52926;17;56.29999924;60.40000153;157.1999969;169.5;2979413.5;2.706520669;0;728212.5;2484661;4947.519043;494752;FALSE;Compliant;43.6;0.82
1535;22314;2016;Multifamily MR (5-9);Mid-Rise Multifamily;ID22314;1753 NW 57th St;Seattle;WA;98127;2767700375;6;BALLARD;47.66994;-122.38124;1999;1;6;46070;0;46070;Multifamily Housing;Multifamily Housing;33850;91;26.20000076;27.10000038;82.30000305;85.09999847;887022.875;2.61956729;0;259971.5;887023;0;0;FALSE;Compliant;6.18;0.13
1539;22334;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Leva on Market;1545 NW Market Street;Seattle;WA;98107;2767701230;6;BALLARD;47.66842;-122.37834;2008;1;8;243928;0;243928;Multifamily Housing, Parking, Retail Store;Multifamily Housing;228299;88;29.39999962;30.79999924;45.90000153;47.29999924;6914839.5;2.759682102;0;493572;1684068;28618.94922;2861895;FALSE;Compliant;163.74;0.67
1542;22347;2016;Multifamily MR (5-9);Mid-Rise Multifamily;The Fix Building ID22347;1507 WESTERN AVE;Seattle;WA;98101;2570280000;7;DOWNTOWN;47.60846;-122.34167;1910;1;6;34909;0;34909;Multifamily Housing;Multifamily Housing;34909;90;20.79999924;22.39999962;65.30000305;70.40000153;726124.625;2.607898058;0;212814.9063;726124;0;0;FALSE;Compliant;5.06;0.14
1543;22351;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Florentine;526 1ST AVE S;Seattle;WA;98104;2585000000;2;DOWNTOWN;47.59731;-122.33369;1909;1;6;201656;0;201656;Multifamily Housing, Retail Store;Multifamily Housing;152893;75;24.20000076;25.29999924;76.09999847;79.5;4059424.75;2.725194192;0;1189749.25;4059424;0;0;FALSE;Compliant;28.3;0.14
1544;22352;2016;Multifamily LR (1-4);Low-Rise Multifamily;Florera Apartments;413 NE 70th St;Seattle;WA;98115;2586900000;6;NORTHWEST;47.67903;-122.32412;2007;1;4;82486;0;82486;Multifamily Housing, Parking;Multifamily Housing;38348;65;31.10000038;31.39999962;97.5;98.5;1191189.25;2.639111414;0;349117.5938;1191189;0;0;FALSE;Compliant;8.3;0.1
1545;22353;2016;Multifamily LR (1-4);Low-Rise Multifamily;Parkway Apartments;7401 Rainier Ave S;Seattle;WA;98118;2589300006;2;SOUTHEAST;47.53558;-122.27061;1959;1;3;45201;0;45201;Multifamily Housing;Multifamily Housing;45201;60;32;33.29999924;100.4000015;104.5;1445538.625;2.654948077;0;423663.0938;1445538;0;0;FALSE;Compliant;10.08;0.22
1546;22354;2016;Multifamily LR (1-4);Low-Rise Multifamily;Fontanelle Apartments;7325 Rainier Ave S;Seattle;WA;98118;2589300045;2;SOUTHEAST;47.53628;-122.27074;1962;1;3;43330;0;43330;Multifamily Housing;Multifamily Housing;43330;47;30.79999924;32.09999847;96.59999847;100.8000031;1332927.125;2.649365513;0;390658.5;1332927;0;0;FALSE;Compliant;9.29;0.21
1547;22356;2016;Multifamily LR (1-4);Low-Rise Multifamily;Fortune View Condos;1819 E Denny Way;Seattle;WA;98122;2607790000;3;Central;47.6182;-122.30779;1996;1;3;32112;0;32112;Multifamily Housing;Multifamily Housing;26756;99;21.10000038;22.70000076;57.29999924;60.70000076;564988.8125;2.588970492;0;131867.2031;449931;1150.579956;115058;FALSE;Compliant;9.25;0.29
1548;22361;2016;Multifamily MR (5-9);Mid-Rise Multifamily;41ST AVENUE CONDOMINIUM (ID22361);4752 41ST AVE SW;Seattle;WA;98116;2607870000;1;SOUTHWEST;47.5595;-122.3839;2005;1;5;29888;0;29888;Multifamily Housing;Multifamily Housing;29888;60;35.09999847;37.40000153;89;92.90000153;1049436.25;2.633915071;0;218604.4063;745878;3035.579834;303558;FALSE;Compliant;21.32;0.71
1550;22371;2016;Multifamily HR (10+);High-Rise Multifamily;420 Melrose;420 Melrose Ave E;Seattle;WA;98102;2617480000;3;EAST;47.62272;-122.32742;1992;1;10;31152;0;31152;Multifamily Housing, Parking;Multifamily Housing;25968;34;45.09999847;45.09999847;134.6000061;134.6000061;1170864.125;2.637144974;0;317841.4063;1084475;863.8900146;86389;FALSE;Compliant;12.15;0.39
1551;22372;2016;Multifamily LR (1-4);Low-Rise Multifamily;1400 TAYLOR CONDOMINIUM;1400 Taylor Ave N;Seattle;WA;98109;2617550000;7;MAGNOLIA / QUEEN ANNE;47.63162;-122.34582;1984;1;3;23210;0;23210;Multifamily Housing, Parking;Multifamily Housing;21788;69;27.60000038;29.29999924;86.69999695;92;601818.625;2.592788821;0;176382.9063;601818;0;0;FALSE;Compliant;4.2;0.18
1552;22390;2016;Multifamily LR (1-4);Low-Rise Multifamily;Fremont Vista;3635 Fremont AVE N;Seattle;WA;98103;2646600000;6;LAKE UNION;47.65246;-122.35029;1979;1;4;27533;0;27533;Multifamily Housing;Multifamily Housing;27533;61;31.39999962;34.09999847;83.5;90.5;864420.875;2.621290221;0;194948.7031;665165;1992.560059;199256;FALSE;Compliant;15.22;0.55
1553;22395;2016;Multifamily LR (1-4);Low-Rise Multifamily;Lilac Lodge;5033 37th Avenue S;Seattle;WA;98118;2660500400;2;SOUTHEAST;47.55609;-122.28651;1969;1;3;30216;0;30216;Multifamily Housing;Multifamily Housing;30216;53;32.70000076;34.90000153;102.6999969;109.5999985;987987.3125;2.629609224;0;289562.5;987987;0;0;FALSE;Compliant;6.89;0.23
1554;22397;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Fujisada Condominium;510 6th Ave S;Seattle;WA;98104;2662650000;2;DOWNTOWN;47.59802;-122.32599;1999;1;8;35364;3029;32335;Medical Office, Multifamily Housing, Parking;Multifamily Housing;23125;100;22.60000038;25.20000076;44;47.79999924;637053.1875;2.600597778;0;79980.39844;272893;3641.599854;364160;FALSE;Compliant;21.24;0.6
1555;22414;2016;Multifamily LR (1-4);Low-Rise Multifamily;Russell Park;5210 Russell Ave NW;Seattle;WA;98107;2767703760;6;BALLARD;47.66634;-122.38004;1960;1;4;41076;0;41076;Multifamily Housing;Multifamily Housing;41046;88;22.20000076;24;69.90000153;75.5;913117.6875;2.624795088;0;267619.4063;913117;0;0;FALSE;Compliant;6.37;0.16
1556;22418;2016;Multifamily LR (1-4);Low-Rise Multifamily;Central Park;1819 NW Central Pl;Seattle;WA;98107;2767703835;6;BALLARD;47.66662;-122.38034;1960;1;4;24948;0;24948;Multifamily Housing;Multifamily Housing;24948;98;24.70000076;26.60000038;77.5;83.5;616130;2.595650752;0;180577.4063;616130;0;0;FALSE;Compliant;4.3;0.17
1558;22438;2016;NonResidential;Worship Facility;Quest Church;1401 NW Leary Way;Seattle;WA;98107;2768302590;6;BALLARD;47.66327;-122.37439;1975;1;1;40445;0;40445;Worship Facility;Worship Facility;40445;92;19.39999962;22.5;34.40000153;37.70000076;786253.6875;2.619022864;0;79489.70313;271219;5150.350098;515035;FALSE;Compliant;29.24;0.72
1559;22440;2016;NonResidential;Retail Store;Office Max #560;1135 NW Leary Way;Seattle;WA;98107;2768302800;6;BALLARD;47.66318;-122.37283;1996;1;1;23500;0;23500;Retail Store;Retail Store;23500;53;48.40000153;48.90000153;141.6999969;139.5;1137967.5;2.635831966;0;299496.9063;1021883;1160.839966;116084;FALSE;Compliant;13.29;0.57
1560;22454;2016;NonResidential;Retail Store;Ballard Goodwill;6400 8th Avenue NW;Seattle;WA;98134;2769601465;6;Ballard;47.67518;-122.36549;1967;1;1;22420;0;22420;Retail Store;Retail Store;23067;82;60.90000153;66.09999847;148;152.6999969;1404253.75;2.655868894;0;271811.8125;927422;4768.319824;476832;FALSE;Compliant;31.79;1.42
1561;22460;2016;Multifamily LR (1-4);Low-Rise Multifamily;Gilmanor Apartments;4051 Gilman Ave W;Seattle;WA;98199;2770100000;7;MAGNOLIA / QUEEN ANNE;47.65661;-122.38781;1968;1;4;23728;0;23728;Multifamily Housing;Multifamily Housing;23728;73;27;28.29999924;84.59999847;88.90000153;639566.875;2.596593571;0;187446.2969;639567;0;0;FALSE;Compliant;4.46;0.19
1562;22470;2016;Multifamily LR (1-4);Low-Rise Multifamily;Tempo Apts;2015 W. Dravus St.;Seattle;WA;98199;2770602300;7;MAGNOLIA / QUEEN ANNE;47.64823;-122.38276;2007;1;4;42763;0;42763;Multifamily Housing, Parking;Multifamily Housing;28880;58;34.20000076;35.90000153;99.5;103.6999969;986353.125;2.628466509;0;257880.4063;879888;1064.650024;106465;FALSE;Compliant;11.79;0.28
1563;22479;2016;NonResidential;Supermarket / Grocery Store;70500811 -- Interbay;1600 West Dravus;Seattle;WA;98119;2770602660;7;MAGNOLIA / QUEEN ANNE;47.64909;-122.37788;1961;1;1;25842;0;25842;Supermarket/Grocery Store;Supermarket/Grocery Store;25987;35;327.7999878;336.6000061;718.7000122;727.9000244;8518313;2.771598486;0;1364887.75;4656997;38613.15625;3861316;FALSE;Compliant;237.54;9.19
1564;22748;2016;Multifamily LR (1-4);Low-Rise Multifamily;GREENWOOD ARMS;9255 Greenwood AVE N;Seattle;WA;98103;2913200000;6;NORTHWEST;47.69757;-122.35576;1979;1;3;20448;0;20448;Multifamily Housing;Multifamily Housing;20448;86;21.89999962;23.60000038;68.90000153;74.19999695;448600.5;2.571731961;0;131477.2969;448601;0;0;FALSE;Compliant;3.13;0.15
1566;22486;2016;NonResidential;Small- and Mid-Sized Office;Canal Building;3600 15th Ave W;Seattle;WA;98119;2770603315;7;MAGNOLIA / QUEEN ANNE;47.65252;-122.37587;1982;1;3;25859;0;25859;Office, Parking;Office;25859;88;33.20000076;35.40000153;88.69999695;91;858780.625;2.619422449;0;195107.5938;665707;1930.733276;193073;FALSE;Compliant;14.9;0.58
1567;22502;2016;NonResidential;Warehouse;Commodore;2440 W Commodore Way;Seattle;WA;98199;2771605265;7;MAGNOLIA / QUEEN ANNE;47.66238;-122.38831;1974;1;1;25600;0;25600;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;20600;1;67.59999847;75.90000153;173;188.6999969;1730600.625;2.672771829;0;366239.3125;1249609;4809.92041;480992;FALSE;Compliant;34.26;1.34
1569;22509;2016;NonResidential;Small- and Mid-Sized Office;Salmon Bay Landing;2320 W Commodore Way;Seattle;WA;98199;2771605313;7;MAGNOLIA / QUEEN ANNE;47.66106;-122.38576;2008;1;4;41784;8399;33385;Office, Parking;Office;33385;89;38.79999924;38.79999924;121.8000031;121.8000031;1294615.25;2.64430952;0;379430;1294615;0;0;FALSE;Compliant;9.03;0.22
1570;22511;2016;NonResidential;Warehouse;West Commodore;2600 W Commodore Way;Seattle;WA;98199;2771605365;7;MAGNOLIA / QUEEN ANNE;47.66206;-122.38948;1960;1;1;56884;0;56884;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;56884;71;24.39999962;27.70000076;54.5;58;1388345.125;2.658274936;0;230206.2969;785464;6028.810059;602881;FALSE;Compliant;37.49;0.66
1572;22517;2016;Multifamily LR (1-4);Low-Rise Multifamily;Crown Point;8508 Mary Avenue NW;Seattle;WA;98107;2776600104;6;BALLARD;47.69101;-122.37497;1988;1;3;23835;0;23835;Multifamily Housing, Parking;Multifamily Housing;23835;93;23.29999924;25.10000038;73.09999847;78.90000153;555153.125;2.587935933;0;162706.0938;555153;0;0;FALSE;Compliant;3.87;0.16
